,compare,frequency,seed,human_seed,updates,utility,position
304,s_s_keep,25,5555,100,39,0.0560000000000003,18.989280480999977
305,s_s_keep,30,5555,100,33,0.0498000000000003,22.261600124000005
306,s_s_keep,35,5555,100,28,0.0746000000000001,26.575524608999974
307,s_s_keep,40,5555,100,24,0.0749000000000002,29.630570148000043
308,s_s_keep,45,5555,100,22,0.0725000000000001,35.76456680699997
309,s_s_keep,50,5555,100,19,0.0712000000000002,35.689302424000005
310,s_s_keep,55,5555,100,18,0.0788999999999999,36.51531515599997
311,s_s_keep,60,5555,100,16,0.0864999999999998,41.81118419300001
312,s_s_keep,65,5555,100,15,0.0943999999999996,43.72167302600001
313,s_s_keep,70,5555,100,14,0.0888999999999999,42.06904269600002
314,s_s_keep,75,5555,100,13,0.0997999999999995,49.47237504000003
315,s_s_keep,80,5555,100,12,0.0982999999999997,46.129318231
316,s_s_keep,90,5555,100,11,0.1044999999999995,52.01989733599997
317,s_s_keep,100,5555,100,9,0.0929999999999997,54.28859986699999
318,s_s_keep,5,6666,100,199,0.0112999999999999,3.551831873000004
319,s_s_keep,10,6666,100,99,0.026,7.698864014999995
320,s_s_keep,20,6666,100,49,0.0435000000000002,15.303323405999974
321,s_s_keep,25,6666,100,39,0.0560000000000003,18.80412764300004
322,s_s_keep,30,6666,100,33,0.0518000000000002,22.339699428
323,s_s_keep,35,6666,100,28,0.0696000000000003,25.030331162000024
324,s_s_keep,40,6666,100,24,0.0781000000000001,29.55356590600005
325,s_s_keep,45,6666,100,22,0.0730000000000002,34.206400962
326,s_s_keep,50,6666,100,19,0.0753000000000001,35.74784831600001
327,s_s_keep,55,6666,100,18,0.0849999999999998,38.18010536200006
328,s_s_keep,60,6666,100,16,0.078,38.06048299
329,s_s_keep,65,6666,100,15,0.0864,43.309455987999925
330,s_s_keep,70,6666,100,14,0.0905999999999997,35.237271735999954
331,s_s_keep,75,6666,100,13,0.1041999999999991,46.49599985499995
332,s_s_keep,80,6666,100,12,0.0986999999999997,44.67670860300007
333,s_s_keep,90,6666,100,11,0.0968999999999998,49.70191701799991
334,s_s_keep,100,6666,100,9,0.0862999999999998,52.8722376759999
335,s_s_keep,5,7777,100,199,0.0086999999999999,3.2686789979999933
336,s_s_keep,10,7777,100,99,0.0228,7.002039681999999
337,s_s_keep,20,7777,100,49,0.0405000000000001,13.733263081000004
338,s_s_keep,25,7777,100,39,0.0480000000000003,17.537000375999988
339,s_s_keep,30,7777,100,33,0.0453000000000002,22.059786049000007
340,s_s_keep,35,7777,100,28,0.0588000000000004,23.46514795099999
341,s_s_keep,40,7777,100,24,0.0660000000000003,27.11020313900002
342,s_s_keep,45,7777,100,22,0.0545000000000003,28.530737850999994
343,s_s_keep,50,7777,100,19,0.0744,32.13605280200001
344,s_s_keep,55,7777,100,18,0.0726,32.106408170000016
345,s_s_keep,60,7777,100,16,0.0736000000000001,36.895248213
346,s_s_keep,65,7777,100,15,0.0887999999999997,39.94974691599997
347,s_s_keep,70,7777,100,14,0.0704000000000003,36.926069351999935
348,s_s_keep,75,7777,100,13,0.0873999999999995,43.88555021
349,s_s_keep,80,7777,100,12,0.0896999999999998,40.33641545700006
350,s_s_keep,100,7777,100,9,0.0911,48.81205396200009
351,s_s_keep,5,8888,100,199,0.0075999999999999,2.1491647460000003
352,s_s_keep,10,8888,100,99,0.0191999999999999,4.462062298999995
353,s_s_keep,20,8888,100,49,0.0393000000000001,10.085587985
354,s_s_keep,25,8888,100,39,0.0406000000000002,13.25602009
355,s_s_keep,30,8888,100,33,0.0485000000000002,15.724609341
356,s_s_keep,35,8888,100,28,0.0473000000000003,17.378968037999993
357,s_s_keep,40,8888,100,24,0.0558000000000004,19.227624210000005
358,s_s_keep,45,8888,100,22,0.0593000000000003,23.41607391800001
359,s_s_keep,50,8888,100,19,0.0598000000000003,24.618348763999983
360,s_s_keep,55,8888,100,18,0.0694000000000002,26.044418776999983
361,s_s_keep,60,8888,100,16,0.0814999999999998,32.238189567
362,s_s_keep,65,8888,100,15,0.0745000000000001,29.131536361999963
363,s_s_keep,70,8888,100,14,0.0758,30.514936503999984
364,s_s_keep,75,8888,100,13,0.0756,35.775596145999955
365,s_s_keep,80,8888,100,12,0.0812,32.81619531100004
366,s_s_keep,100,8888,100,9,0.1058999999999993,40.68066746900003
367,s_s_keep,5,9999,100,199,0.0107999999999999,3.098031763
368,s_s_keep,10,9999,100,99,0.0247,6.358329952999998
369,s_s_keep,20,9999,100,49,0.0405000000000001,14.143497486000008
370,s_s_keep,25,9999,100,39,0.0493000000000002,17.192919503000006
371,s_s_keep,30,9999,100,33,0.0492000000000003,21.281538716
372,s_s_keep,35,9999,100,28,0.0629000000000004,22.701553606999976
373,s_s_keep,40,9999,100,24,0.0649000000000003,27.830837556999985
374,s_s_keep,45,9999,100,22,0.0624000000000004,29.29829339200004
375,s_s_keep,50,9999,100,19,0.0703000000000002,31.46899482599999
376,s_s_keep,55,9999,100,18,0.0796000000000001,32.933153418
377,s_s_keep,60,9999,100,16,0.0734000000000002,38.79325725200001
378,s_s_keep,65,9999,100,15,0.0857999999999999,37.774765432000045
379,s_s_keep,70,9999,100,14,0.0728000000000002,40.108180801
380,s_s_keep,75,9999,100,13,0.0828999999999999,41.59473890800001
381,s_s_keep,80,9999,100,12,0.0847999999999999,40.83709998999994
382,s_s_keep,100,9999,100,9,0.0824999999999999,47.041083356
383,s_s_keep,5,12345,100,199,0.0099999999999999,3.443712111000003
384,s_s_keep,10,12345,100,99,0.0261,7.236862476999995
385,s_s_keep,20,12345,100,49,0.0403000000000002,14.824574867000017
386,s_s_keep,25,12345,100,39,0.0551000000000003,18.0979192
387,s_s_keep,30,12345,100,33,0.0544000000000003,20.773261088999977
388,s_s_keep,35,12345,100,28,0.0656000000000003,23.329070075
389,s_s_keep,40,12345,100,24,0.0762000000000002,27.795091208999985
390,s_s_keep,45,12345,100,22,0.0745000000000001,31.62356191700002
391,s_s_keep,50,12345,100,19,0.0787,33.01098252000001
392,s_s_keep,55,12345,100,18,0.0784000000000001,34.78284344700001
393,s_s_keep,60,12345,100,16,0.0793000000000001,39.91394610700001
394,s_s_keep,65,12345,100,15,0.0890999999999996,40.06839189799998
395,s_s_keep,70,12345,100,14,0.0892999999999997,37.62687771499998
396,s_s_keep,75,12345,100,13,0.0943999999999997,42.501482678
397,s_s_keep,80,12345,100,12,0.1018999999999997,42.15918560699991
398,s_s_keep,100,12345,100,9,0.1033999999999999,50.25982582600004
399,s_s_keep,5,67890,100,199,0.0111999999999999,3.456944652
400,s_s_keep,10,67890,100,99,0.0249,7.303362335000006
401,s_s_keep,20,67890,100,49,0.0420000000000001,14.875665260999996
402,s_s_keep,25,67890,100,39,0.0449000000000002,18.769799356000007
403,s_s_keep,30,67890,100,33,0.0542000000000003,22.762105601999988
404,s_s_keep,35,67890,100,28,0.0555000000000003,22.960589914000003
405,s_s_keep,40,67890,100,24,0.0667000000000004,29.312250011
406,s_s_keep,45,67890,100,22,0.0647000000000003,32.12603913099999
407,s_s_keep,50,67890,100,19,0.0684000000000003,34.817377756000006
408,s_s_keep,55,67890,100,18,0.0774999999999999,34.17794029899999
409,s_s_keep,60,67890,100,16,0.0786999999999999,41.28503396599999
410,s_s_keep,65,67890,100,15,0.0759000000000002,40.40240206800001
411,s_s_keep,70,67890,100,14,0.0924999999999997,39.22256701999999
412,s_s_keep,75,67890,100,13,0.0822999999999999,44.14599864499996
413,s_s_keep,80,67890,100,12,0.0928999999999998,42.15625299000004
414,s_s_keep,100,67890,100,9,0.0969999999999999,50.34591458400004
