,compare,frequency,seed,human_seed,updates,utility,position
69,s_s,100,6666,100,9,0.1386999999999998,25.6160846
70,s_s_keep,5,1111,100,199,0.0138999999999999,1.968840819000002
71,s_s_keep,10,1111,100,99,0.0249,3.412578975999999
72,s_s_keep,20,1111,100,49,0.0496000000000001,7.118125116999988
73,s_s_keep,30,1111,100,33,0.0509000000000001,8.339003580999997
74,s_s_keep,40,1111,100,24,0.0696000000000002,12.599803068999991
75,s_s_keep,60,1111,100,16,0.0692000000000002,15.39982295300001
76,s_s_keep,100,1111,100,9,0.1118999999999996,21.86826671900001
77,s_s_keep,5,2222,100,199,0.0120999999999999,2.029135938999999
78,s_s_keep,10,2222,100,99,0.0233,3.7253908509999976
79,s_s_keep,20,2222,100,49,0.0474000000000002,6.938984874999998
80,s_s_keep,30,2222,100,33,0.0519000000000003,8.62074412
81,s_s_keep,40,2222,100,24,0.0713000000000003,13.316723126999998
82,s_s_keep,60,2222,100,16,0.0811999999999999,15.859106593999984
83,s_s_keep,100,2222,100,9,0.0888999999999998,24.51844023999997
84,s_s_keep,5,4444,100,199,0.0108999999999999,2.0829259949999988
85,s_s_keep,10,4444,100,99,0.0204,3.5582338800000013
86,s_s_keep,20,4444,100,49,0.0350000000000001,7.254826584000007
87,s_s_keep,30,4444,100,33,0.0364000000000001,8.908493112000006
88,s_s_keep,40,4444,100,24,0.0592000000000002,12.36137402299998
89,s_s_keep,60,4444,100,16,0.0683,16.33646503600003
90,s_s_keep,100,4444,100,9,0.0950999999999998,21.42190446499996
91,s_s_keep,5,5555,100,199,0.0126999999999999,2.268896958
92,s_s_keep,10,5555,100,99,0.0226,3.948358506999994
93,s_s_keep,20,5555,100,49,0.0426000000000002,7.849052974000009
94,s_s_keep,30,5555,100,33,0.0495000000000002,8.98182982800001
95,s_s_keep,40,5555,100,24,0.0702000000000001,13.487986762000007
96,s_s_keep,60,5555,100,16,0.0695,15.422345785999996
97,s_s_keep,100,5555,100,9,0.0969999999999995,21.60635529899996
98,s_s_keep,5,6666,100,199,0.0128999999999999,2.087130050999997
99,s_s_keep,10,6666,100,99,0.0255,4.029426981999999
100,s_s_keep,20,6666,100,49,0.0554000000000003,7.558509727000003
101,s_s_keep,30,6666,100,33,0.0588000000000002,8.98198042299999
102,s_s_keep,40,6666,100,24,0.0756,12.556507313000004
103,s_s_keep,60,6666,100,16,0.0922999999999998,16.971985041
104,s_s_keep,100,6666,100,9,0.1431999999999998,26.412913201
