,update_mode,utility,seed,human_seed,init_time,update_time,duration
126,xxx,0.06499986000000003,8888,60,344,394,100
127,xxx,0.06499992000000003,9999,60,344,394,100
128,xxx,0.11999987999999999,12345,60,344,394,100
129,xxx,0.11999998000000003,67890,60,344,394,100
130,xxx,0.08499991999999999,1111,60,348,398,100
131,xxx,0.051666560000000014,2222,60,348,398,100
132,xxx,0.12999985999999994,4444,60,348,398,100
133,xxx,0.054999920000000015,5555,60,348,398,100
134,xxx,0.04333324000000001,6666,60,348,398,100
135,xxx,0.08999989999999997,7777,60,348,398,100
136,xxx,0.04833324000000002,8888,60,348,398,100
137,xxx,0.10499987999999996,9999,60,348,398,100
138,xxx,0.11333317999999996,12345,60,348,398,100
139,xxx,0.13166657999999998,67890,60,348,398,100
140,xxx,0.06666652000000005,1111,60,352,402,100
141,xxx,0.04499986000000002,2222,60,352,402,100
142,xxx,0.1349998999999999,4444,60,352,402,100
143,xxx,0.05833326000000001,5555,60,352,402,100
144,xxx,0.05666652000000003,6666,60,352,402,100
145,xxx,0.10666653999999993,7777,60,352,402,100
146,xxx,0.11666653999999997,8888,60,352,402,100
147,xxx,0.06499986000000003,9999,60,352,402,100
148,xxx,0.14666657999999994,12345,60,352,402,100
149,xxx,0.16666659999999997,67890,60,352,402,100
150,xxx,0.07499990000000004,1111,60,367,417,100
151,xxx,0.04833328000000001,2222,60,367,417,100
152,xxx,0.12333325999999996,4444,60,367,417,100
153,xxx,0.11166665999999995,5555,60,367,417,100
154,xxx,0.04499992000000003,6666,60,367,417,100
155,xxx,0.038333260000000015,7777,60,367,417,100
156,xxx,0.09333328,8888,60,367,417,100
157,xxx,0.1049998599999999,9999,60,367,417,100
158,xxx,0.11666665999999998,12345,60,367,417,100
159,xxx,0.04166662000000001,67890,60,367,417,100
160,xxx,0.07833318000000003,1111,60,389,439,100
161,xxx,0.06999988000000001,2222,60,389,439,100
162,xxx,0.04833318000000002,4444,60,389,439,100
163,xxx,0.07999984000000003,5555,60,389,439,100
164,xxx,0.0683333,6666,60,389,439,100
165,xxx,0.09499988,7777,60,389,439,100
166,xxx,0.08333324000000002,8888,60,389,439,100
167,xxx,0.06499988000000004,9999,60,389,439,100
168,xxx,0.059999880000000026,12345,60,389,439,100
169,xxx,0.051666560000000014,67890,60,389,439,100
170,xxx,0.14499999999999996,1111,60,429,479,100
171,xxx,0.11833328000000001,2222,60,429,479,100
172,xxx,0.13833319999999996,4444,60,429,479,100
173,xxx,0.09166662000000002,5555,60,429,479,100
174,xxx,0.09999994000000006,6666,60,429,479,100
175,xxx,0.10499987999999996,7777,60,429,479,100
176,xxx,0.11166657999999999,8888,60,429,479,100
177,xxx,0.11999996000000002,9999,60,429,479,100
178,xxx,0.09833336000000001,12345,60,429,479,100
179,xxx,0.11166672000000002,67890,60,429,479,100
180,xxx,0.13666661999999993,1111,60,432,482,100
181,xxx,0.15499993999999997,2222,60,432,482,100
182,xxx,0.11999991999999997,4444,60,432,482,100
183,xxx,0.07666656000000004,5555,60,432,482,100
184,xxx,0.09999988000000001,6666,60,432,482,100
185,xxx,0.06999990000000003,7777,60,432,482,100
186,xxx,0.14166661999999997,8888,60,432,482,100
187,xxx,0.08666656000000002,9999,60,432,482,100
188,xxx,0.0733333,12345,60,432,482,100
189,xxx,0.07833324000000003,67890,60,432,482,100
190,xxx,0.10499988000000006,1111,60,459,509,100
191,xxx,0.08666654000000003,2222,60,459,509,100
192,xxx,0.08999991999999998,4444,60,459,509,100
193,xxx,0.11166662000000004,5555,60,459,509,100
194,xxx,0.13833333999999997,6666,60,459,509,100
195,xxx,0.06166646000000005,7777,60,459,509,100
196,xxx,0.038333260000000015,8888,60,459,509,100
197,xxx,0.08499988000000001,9999,60,459,509,100
198,xxx,0.15499986,12345,60,459,509,100
199,xxx,0.13333322,67890,60,459,509,100
200,xxx,0.12000000000000002,1111,60,470,520,100
201,xxx,0.07833324,2222,60,470,520,100
202,xxx,0.16500004000000004,4444,60,470,520,100
203,xxx,0.17166668000000004,5555,60,470,520,100
204,xxx,0.1716666400000001,6666,60,470,520,100
205,xxx,0.038333220000000015,7777,60,470,520,100
206,xxx,0.04166660000000002,8888,60,470,520,100
207,xxx,0.14833328000000004,9999,60,470,520,100
208,xxx,0.18666658000000003,12345,60,470,520,100
209,xxx,0.14500004000000008,67890,60,470,520,100
210,xxx,0.10333324,1111,60,603,653,100
211,xxx,0.09833323999999997,2222,60,603,653,100
212,xxx,0.12833328000000002,4444,60,603,653,100
213,xxx,0.12166655999999997,5555,60,603,653,100
214,xxx,0.12833321999999991,6666,60,603,653,100
215,xxx,0.09833319999999997,7777,60,603,653,100
216,xxx,0.08666658000000002,8888,60,603,653,100
217,xxx,0.11666655999999996,9999,60,603,653,100
218,xxx,0.12166659999999999,12345,60,603,653,100
219,xxx,0.15666660000000004,67890,60,603,653,100
220,xxx,0.15499994,1111,60,618,668,100
221,xxx,0.10499998000000005,2222,60,618,668,100
222,xxx,0.10499987999999993,4444,60,618,668,100
223,xxx,0.10166668000000004,5555,60,618,668,100
224,xxx,0.14833328000000004,6666,60,618,668,100
225,xxx,0.09666661999999995,7777,60,618,668,100
226,xxx,0.12833328,8888,60,618,668,100
227,xxx,0.13499994,9999,60,618,668,100
228,xxx,0.10833322,12345,60,618,668,100
229,xxx,0.10999994000000005,67890,60,618,668,100
230,xxx,0.1933333,1111,60,714,764,100
231,xxx,0.12499991999999999,2222,60,714,764,100
232,xxx,0.06666662000000001,4444,60,714,764,100
233,xxx,0.11166658,5555,60,714,764,100
234,xxx,0.11833333999999997,6666,60,714,764,100
235,xxx,0.20333331999999998,7777,60,714,764,100
236,xxx,0.14333328,8888,60,714,764,100
237,xxx,0.15999995999999997,9999,60,714,764,100
238,xxx,0.17333327999999995,12345,60,714,764,100
239,xxx,0.07833328,67890,60,714,764,100
240,xxx,0.10333335999999996,1111,60,747,797,100
241,xxx,0.05999996000000002,2222,60,747,797,100
242,xxx,0.07833332,4444,60,747,797,100
243,xxx,0.09833322000000003,5555,60,747,797,100
244,xxx,0.09999996,6666,60,747,797,100
245,xxx,0.053333260000000014,7777,60,747,797,100
246,xxx,0.07333334000000001,8888,60,747,797,100
247,xxx,0.07166658000000002,9999,60,747,797,100
248,xxx,0.04166660000000002,12345,60,747,797,100
249,xxx,0.11999997999999995,67890,60,747,797,100
250,xxx,0.22833331999999998,1111,60,777,827,100
251,xxx,0.11166670000000004,2222,60,777,827,100
252,xxx,0.04499992000000003,4444,60,777,827,100
253,xxx,0.19166666000000002,5555,60,777,827,100
254,xxx,0.12499996000000005,6666,60,777,827,100
255,xxx,0.05499992000000001,7777,60,777,827,100
256,xxx,0.16333334,8888,60,777,827,100
257,xxx,0.14333336000000002,9999,60,777,827,100
258,xxx,0.11333324000000003,12345,60,777,827,100
259,xxx,0.19000004000000004,67890,60,777,827,100
260,xxx,0.23666668000000005,1111,60,781,831,100
261,xxx,0.06666656000000001,2222,60,781,831,100
262,xxx,0.06166662000000001,4444,60,781,831,100
263,xxx,0.24500006,5555,60,781,831,100
264,xxx,0.14999996000000004,6666,60,781,831,100
265,xxx,0.14999996000000004,7777,60,781,831,100
266,xxx,0.18333334,8888,60,781,831,100
267,xxx,0.15499998000000004,9999,60,781,831,100
268,xxx,0.08333325999999999,12345,60,781,831,100
269,xxx,0.1183333,67890,60,781,831,100
270,xxx,0.16833338000000006,1111,60,825,875,100
271,xxx,0.08499997999999997,2222,60,825,875,100
272,xxx,0.20833336,4444,60,825,875,100
273,xxx,0.19499997999999993,5555,60,825,875,100
274,xxx,0.16833323999999986,6666,60,825,875,100
275,xxx,0.06166660000000001,7777,60,825,875,100
276,xxx,0.07833326000000002,8888,60,825,875,100
277,xxx,0.07333326000000001,9999,60,825,875,100
278,xxx,0.12166656000000003,12345,60,825,875,100
279,xxx,0.18499993999999986,67890,60,825,875,100
280,xxx,0.16000004000000004,1111,60,826,876,100
281,xxx,0.07833330000000001,2222,60,826,876,100
282,xxx,0.18166665999999998,4444,60,826,876,100
283,xxx,0.17333331999999996,5555,60,826,876,100
284,xxx,0.11833336,6666,60,826,876,100
285,xxx,0.06666664,7777,60,826,876,100
286,xxx,0.07833326000000002,8888,60,826,876,100
287,xxx,0.07666660000000002,9999,60,826,876,100
288,xxx,0.10833322000000002,12345,60,826,876,100
289,xxx,0.2066666199999999,67890,60,826,876,100
290,xxx,0.09833330000000001,1111,60,828,878,100
291,xxx,0.10166662,2222,60,828,878,100
292,xxx,0.16333331999999995,4444,60,828,878,100
293,xxx,0.15499997999999995,5555,60,828,878,100
294,xxx,0.14833321999999988,6666,60,828,878,100
295,xxx,0.07166664,7777,60,828,878,100
296,xxx,0.09666656,8888,60,828,878,100
297,xxx,0.08499998,9999,60,828,878,100
298,xxx,0.12999994000000004,12345,60,828,878,100
299,xxx,0.1599999599999999,67890,60,828,878,100
