320.000000,0.200000
321.000000,0.000000
322.000000,0.000000
323.000000,0.000000
324.000000,0.000000
325.000000,0.000000
326.000000,0.000000
327.000000,0.000000
328.000000,0.000000
329.000000,0.000000
330.000000,0.000000
331.000000,0.000000
332.000000,0.000000
333.000000,0.000000
334.000000,0.000000
335.000000,0.000000
336.000000,0.000000
337.000000,0.000000
338.000000,0.200000
339.000000,0.100000
340.000000,0.100000
341.000000,0.100000
342.000000,0.100000
343.000000,0.100000
344.000000,0.100000
345.000000,0.100000
346.000000,0.200000
347.000000,0.200000
348.000000,0.200000
349.000000,0.200000
350.000000,0.200000
351.000000,0.200000
352.000000,0.200000
353.000000,0.200000
354.000000,0.200000
355.000000,0.200000
356.000000,0.200000
357.000000,0.200000
358.000000,0.100000
359.000000,0.000000
360.000000,0.000000
361.000000,0.000000
362.000000,0.100000
363.000000,0.100000
364.000000,0.100000
365.000000,0.200000
366.000000,0.200000
367.000000,0.100000
368.000000,0.200000
369.000000,0.300000
370.000000,0.200000
371.000000,0.000000
372.000000,0.000000
373.000000,0.100000
374.000000,0.100000
375.000000,0.000000
376.000000,0.100000
377.000000,0.100000
378.000000,0.100000
379.000000,0.200000
380.000000,0.000000
381.000000,0.200000
382.000000,0.200000
383.000000,0.100000
384.000000,0.000000
385.000000,0.000000
386.000000,0.000000
387.000000,0.000000
388.000000,0.000000
389.000000,0.000000
390.000000,0.000000
391.000000,0.200000
392.000000,0.200000
393.000000,0.100000
394.000000,0.200000
395.000000,0.200000
396.000000,0.000000
397.000000,0.100000
398.000000,0.100000
399.000000,0.100000
400.000000,0.200000
401.000000,0.300000
402.000000,0.300000
403.000000,0.300000
404.000000,0.200000
405.000000,0.200000
406.000000,0.200000
407.000000,0.200000
408.000000,0.100000
409.000000,0.000000
410.000000,0.100000
411.000000,0.100000
412.000000,0.000000
413.000000,0.000000
414.000000,0.000000
415.000000,0.000000
416.000000,0.100000
417.000000,0.100000
418.000000,0.100000
419.000000,0.100000
420.000000,0.200000
