,update_mode,utility,seed,human_seed,init_time,update_time,duration,utility_max,utility_scaled
157,keep_knowledge,0.04,9999,100,159,209,100,0.0819999999999999,0.48780487804878103
158,keep_knowledge,0.069,12345,100,159,209,100,0.0829999999999999,0.8313253012048204
159,keep_knowledge,0.0819999999999999,67890,100,159,209,100,0.073,1.1232876712328754
160,clear_knowledge,0.1049999999999999,1111,100,159,209,100,0.078,1.346153846153845
161,clear_knowledge,0.0749999999999999,2222,100,159,209,100,0.0559999999999999,1.3392857142857149
162,clear_knowledge,0.0749999999999999,4444,100,159,209,100,0.068,1.1029411764705868
163,clear_knowledge,0.066,5555,100,159,209,100,0.088,0.7500000000000001
164,clear_knowledge,0.0959999999999999,6666,100,159,209,100,0.079,1.2151898734177202
165,clear_knowledge,0.078,7777,100,159,209,100,0.093,0.8387096774193549
166,clear_knowledge,0.043,8888,100,159,209,100,0.0739999999999999,0.5810810810810818
167,clear_knowledge,0.041,9999,100,159,209,100,0.0819999999999999,0.5000000000000006
168,clear_knowledge,0.071,12345,100,159,209,100,0.0829999999999999,0.8554216867469889
169,clear_knowledge,0.098,67890,100,159,209,100,0.073,1.3424657534246576
170,xxx,0.1069999999999999,1111,100,159,209,100,0.078,1.3717948717948705
171,xxx,0.0589999999999999,2222,100,159,209,100,0.0559999999999999,1.0535714285714288
172,xxx,0.0729999999999999,4444,100,159,209,100,0.068,1.0735294117647043
173,xxx,0.0629999999999999,5555,100,159,209,100,0.088,0.7159090909090898
174,xxx,0.0879999999999999,6666,100,159,209,100,0.079,1.11392405063291
175,xxx,0.076,7777,100,159,209,100,0.093,0.8172043010752688
176,xxx,0.043,8888,100,159,209,100,0.0739999999999999,0.5810810810810818
177,xxx,0.04,9999,100,159,209,100,0.0819999999999999,0.48780487804878103
178,xxx,0.069,12345,100,159,209,100,0.0829999999999999,0.8313253012048204
179,xxx,0.0819999999999999,67890,100,159,209,100,0.073,1.1232876712328754
180,keep_knowledge,0.1219999999999999,1111,100,163,213,100,0.087,1.4022988505747116
181,keep_knowledge,0.0839999999999999,2222,100,163,213,100,0.095,0.8842105263157883
182,keep_knowledge,0.0579999999999999,4444,100,163,213,100,0.089,0.6516853932584259
183,keep_knowledge,0.055,5555,100,163,213,100,0.09,0.6111111111111112
184,keep_knowledge,0.0909999999999999,6666,100,163,213,100,0.073,1.2465753424657522
185,keep_knowledge,0.064,7777,100,163,213,100,0.085,0.7529411764705882
186,keep_knowledge,0.0579999999999999,8888,100,163,213,100,0.0779999999999999,0.7435897435897432
187,keep_knowledge,0.046,9999,100,163,213,100,0.0849999999999999,0.5411764705882359
188,keep_knowledge,0.0619999999999999,12345,100,163,213,100,0.0719999999999999,0.8611111111111109
189,keep_knowledge,0.0749999999999999,67890,100,163,213,100,0.0699999999999999,1.0714285714285716
190,clear_knowledge,0.1209999999999999,1111,100,163,213,100,0.087,1.3908045977011483
191,clear_knowledge,0.0829999999999999,2222,100,163,213,100,0.095,0.8736842105263146
192,clear_knowledge,0.0579999999999999,4444,100,163,213,100,0.089,0.6516853932584259
193,clear_knowledge,0.055,5555,100,163,213,100,0.09,0.6111111111111112
194,clear_knowledge,0.0899999999999999,6666,100,163,213,100,0.073,1.2328767123287658
195,clear_knowledge,0.064,7777,100,163,213,100,0.085,0.7529411764705882
196,clear_knowledge,0.0579999999999999,8888,100,163,213,100,0.0779999999999999,0.7435897435897432
197,clear_knowledge,0.063,9999,100,163,213,100,0.0849999999999999,0.7411764705882362
198,clear_knowledge,0.0619999999999999,12345,100,163,213,100,0.0719999999999999,0.8611111111111109
199,clear_knowledge,0.0779999999999999,67890,100,163,213,100,0.0699999999999999,1.1142857142857145
200,xxx,0.123,1111,100,163,213,100,0.087,1.413793103448276
201,xxx,0.0819999999999999,2222,100,163,213,100,0.095,0.8631578947368411
202,xxx,0.0609999999999999,4444,100,163,213,100,0.089,0.6853932584269652
203,xxx,0.055,5555,100,163,213,100,0.09,0.6111111111111112
204,xxx,0.0899999999999999,6666,100,163,213,100,0.073,1.2328767123287658
205,xxx,0.064,7777,100,163,213,100,0.085,0.7529411764705882
206,xxx,0.0579999999999999,8888,100,163,213,100,0.0779999999999999,0.7435897435897432
207,xxx,0.063,9999,100,163,213,100,0.0849999999999999,0.7411764705882362
208,xxx,0.0619999999999999,12345,100,163,213,100,0.0719999999999999,0.8611111111111109
209,xxx,0.0779999999999999,67890,100,163,213,100,0.0699999999999999,1.1142857142857145
210,keep_knowledge,0.071,1111,100,220,270,100,0.0609999999999999,1.16393442622951
211,keep_knowledge,0.029,2222,100,220,270,100,0.0919999999999999,0.31521739130434817
212,keep_knowledge,0.0679999999999999,4444,100,220,270,100,0.07,0.9714285714285699
213,keep_knowledge,0.074,5555,100,220,270,100,0.0889999999999999,0.8314606741573043
214,keep_knowledge,0.042,6666,100,220,270,100,0.0599999999999999,0.7000000000000012
215,keep_knowledge,0.041,7777,100,220,270,100,0.06,0.6833333333333333
216,keep_knowledge,0.034,8888,100,220,270,100,0.0969999999999999,0.35051546391752614
217,keep_knowledge,0.066,9999,100,220,270,100,0.0609999999999999,1.081967213114756
218,keep_knowledge,0.036,12345,100,220,270,100,0.065,0.5538461538461538
219,keep_knowledge,0.048,67890,100,220,270,100,0.0869999999999999,0.5517241379310351
220,clear_knowledge,0.04,1111,100,220,270,100,0.0609999999999999,0.6557377049180338
221,clear_knowledge,0.029,2222,100,220,270,100,0.0919999999999999,0.31521739130434817
222,clear_knowledge,0.0679999999999999,4444,100,220,270,100,0.07,0.9714285714285699
223,clear_knowledge,0.074,5555,100,220,270,100,0.0889999999999999,0.8314606741573043
224,clear_knowledge,0.042,6666,100,220,270,100,0.0599999999999999,0.7000000000000012
225,clear_knowledge,0.0569999999999999,7777,100,220,270,100,0.06,0.9499999999999983
226,clear_knowledge,0.034,8888,100,220,270,100,0.0969999999999999,0.35051546391752614
227,clear_knowledge,0.03,9999,100,220,270,100,0.0609999999999999,0.49180327868852536
228,clear_knowledge,0.036,12345,100,220,270,100,0.065,0.5538461538461538
229,clear_knowledge,0.076,67890,100,220,270,100,0.0869999999999999,0.8735632183908056
230,xxx,0.035,1111,100,220,270,100,0.0609999999999999,0.5737704918032797
231,xxx,0.0529999999999999,2222,100,220,270,100,0.0919999999999999,0.5760869565217387
232,xxx,0.0679999999999999,4444,100,220,270,100,0.07,0.9714285714285699
233,xxx,0.074,5555,100,220,270,100,0.0889999999999999,0.8314606741573043
234,xxx,0.043,6666,100,220,270,100,0.0599999999999999,0.7166666666666678
235,xxx,0.0569999999999999,7777,100,220,270,100,0.06,0.9499999999999983
236,xxx,0.034,8888,100,220,270,100,0.0969999999999999,0.35051546391752614
237,xxx,0.03,9999,100,220,270,100,0.0609999999999999,0.49180327868852536
238,xxx,0.036,12345,100,220,270,100,0.065,0.5538461538461538
